timestamp,event,username,active_clients,messages_processed,broadcast_messages,private_messages,average_delay_ms,throughput_msg_per_sec,cpu_usage_percent,memory_usage_mb,note
2026-07-20 23:02:34,STARTUP,-,0,0,0,0,0.00,0.00,0.00,19.96,Server initialized
2026-07-20 23:03:41,AUTH_FAIL,sara,0,0,0,0,0.57,0.00,0.00,20.34,Account locked for 60 seconds
2026-07-20 23:04:03,AUTH_SUCCESS,alice,1,0,0,0,0.72,0.00,0.00,20.35,Login successful
2026-07-20 23:04:03,LIST,alice,1,0,0,0,0.56,0.00,0.00,20.43,User list refreshed
2026-07-20 23:04:57,DUPLICATE_LOGIN,alice,1,0,0,0,0.61,0.00,0.00,20.47,Duplicate login
2026-07-20 23:05:19,AUTH_SUCCESS,sara,2,0,0,0,0.70,0.00,0.00,20.48,Login successful
2026-07-20 23:05:19,LIST,sara,2,0,0,0,0.63,0.00,0.00,20.50,User list refreshed
2026-07-20 23:05:51,AUTH_SUCCESS,bob,3,0,0,0,0.66,0.00,0.00,20.54,Login successful
2026-07-20 23:05:51,LIST,bob,3,0,0,0,0.66,0.00,0.00,20.57,User list refreshed
2026-07-20 23:06:10,BROADCAST,alice,3,1,1,0,0.63,0.00,0.00,20.57,Broadcast sent
2026-07-20 23:06:18,BROADCAST,sara,3,2,2,0,0.65,0.01,0.00,20.57,Broadcast sent
2026-07-20 23:06:28,BROADCAST,bob,3,3,3,0,0.67,0.01,0.00,20.57,Broadcast sent
2026-07-20 23:06:56,AUTH_SUCCESS,charlie,4,3,3,0,0.70,0.01,0.00,20.61,Login successful
2026-07-20 23:06:56,LIST,charlie,4,3,3,0,0.70,0.01,0.00,20.64,User list refreshed
2026-07-20 23:07:17,AUTH_SUCCESS,david,5,3,3,0,0.71,0.01,0.00,20.68,Login successful
2026-07-20 23:07:17,LIST,david,5,3,3,0,0.76,0.01,0.00,20.71,User list refreshed
2026-07-20 23:09:10,TIMEOUT,alice,5,3,3,0,0.71,0.01,0.00,20.71,Inactivity timeout
2026-07-20 23:09:18,TIMEOUT,sara,4,3,3,0,0.67,0.01,0.00,20.71,Inactivity timeout
2026-07-20 23:09:28,TIMEOUT,bob,3,3,3,0,0.64,0.01,0.00,20.71,Inactivity timeout
2026-07-20 23:09:57,TIMEOUT,charlie,2,3,3,0,0.60,0.01,0.00,20.70,Inactivity timeout
2026-07-20 23:10:11,LOGOUT,david,1,3,3,0,0.60,0.01,0.00,20.70,User logged out
2026-07-20 23:29:48,STARTUP,-,0,0,0,0,0.00,0.00,0.00,19.80,Server initialized
2026-07-20 23:33:09,AUTH_SUCCESS,sara,1,0,0,0,0.75,0.00,0.00,20.11,Login successful
2026-07-20 23:33:10,LIST,sara,1,0,0,0,0.53,0.00,0.00,20.16,User list refreshed
2026-07-20 23:33:14,AUTH_SUCCESS,alice,2,0,0,0,0.62,0.00,0.00,20.20,Login successful
2026-07-20 23:33:14,LIST,alice,2,0,0,0,0.52,0.00,0.00,20.23,User list refreshed
2026-07-20 23:33:19,AUTH_SUCCESS,bob,3,0,0,0,0.57,0.00,0.00,20.27,Login successful
2026-07-20 23:33:19,LIST,bob,3,0,0,0,0.67,0.00,0.00,20.30,User list refreshed
2026-07-20 23:33:38,AUTH_SUCCESS,charlie,4,0,0,0,0.82,0.00,0.00,20.52,Login successful
2026-07-20 23:33:39,LIST,charlie,4,0,0,0,0.76,0.00,0.00,20.55,User list refreshed
2026-07-20 23:33:42,AUTH_SUCCESS,david,5,0,0,0,0.79,0.00,0.00,20.59,Login successful
2026-07-20 23:33:42,LIST,david,5,0,0,0,0.79,0.00,0.00,20.62,User list refreshed
2026-07-20 23:34:04,PRIVATE_MESSAGE,david,5,1,0,1,0.87,0.00,0.00,20.62,to sara
2026-07-20 23:34:10,BROADCAST,david,5,2,1,1,1.03,0.01,0.00,20.62,Broadcast sent
2026-07-20 23:34:12,BROADCAST,david,5,3,2,1,1.08,0.01,0.00,20.62,Broadcast sent
2026-07-20 23:34:13,BROADCAST,david,5,4,3,1,1.11,0.02,0.00,20.62,Broadcast sent
2026-07-20 23:34:13,BROADCAST,david,5,5,4,1,1.13,0.02,0.00,20.62,Broadcast sent
2026-07-20 23:34:14,BROADCAST,david,5,6,5,1,1.16,0.02,0.00,20.62,Broadcast sent
2026-07-20 23:34:14,BROADCAST,david,5,7,6,1,1.27,0.03,0.00,20.63,Broadcast sent
2026-07-20 23:34:16,BROADCAST,david,5,8,7,1,1.32,0.03,0.00,20.63,Broadcast sent
2026-07-20 23:34:16,BROADCAST,david,5,9,8,1,1.30,0.03,0.00,20.63,Broadcast sent
2026-07-20 23:34:17,BROADCAST,david,5,10,9,1,1.28,0.04,0.00,20.63,Broadcast sent
2026-07-20 23:34:17,BROADCAST,david,5,11,10,1,1.27,0.04,0.00,20.63,Broadcast sent
2026-07-20 23:34:17,BROADCAST,david,5,12,11,1,1.26,0.04,0.00,20.63,Broadcast sent
2026-07-20 23:34:18,BROADCAST,david,5,13,12,1,1.25,0.05,0.00,20.63,Broadcast sent
2026-07-20 23:34:20,BROADCAST,david,5,14,13,1,1.32,0.05,0.00,20.63,Broadcast sent
2026-07-20 23:34:29,BROADCAST,charlie,5,15,14,1,1.33,0.05,0.00,20.63,Broadcast sent
2026-07-20 23:34:30,BROADCAST,charlie,5,16,15,1,1.31,0.06,0.00,20.63,Broadcast sent
2026-07-20 23:34:31,BROADCAST,charlie,5,17,16,1,1.32,0.06,0.00,20.63,Broadcast sent
2026-07-20 23:34:31,BROADCAST,charlie,5,18,17,1,1.33,0.06,0.00,20.63,Broadcast sent
2026-07-20 23:34:31,BROADCAST,charlie,5,19,18,1,1.33,0.07,0.00,20.63,Broadcast sent
2026-07-20 23:34:31,BROADCAST,charlie,5,20,19,1,1.33,0.07,0.00,20.63,Broadcast sent
2026-07-20 23:34:32,BROADCAST,charlie,5,21,20,1,1.31,0.07,0.00,20.63,Broadcast sent
2026-07-20 23:34:32,BROADCAST,charlie,5,22,21,1,1.37,0.08,0.00,20.63,Broadcast sent
2026-07-20 23:34:32,BROADCAST,charlie,5,23,22,1,1.35,0.08,0.00,20.63,Broadcast sent
2026-07-20 23:34:32,BROADCAST,charlie,5,24,23,1,1.34,0.08,0.00,20.63,Broadcast sent
2026-07-20 23:34:32,BROADCAST,charlie,5,25,24,1,1.35,0.09,0.00,20.63,Broadcast sent
2026-07-20 23:34:46,BROADCAST,bob,5,26,25,1,1.33,0.09,0.00,20.63,Broadcast sent
2026-07-20 23:34:47,BROADCAST,bob,5,27,26,1,1.33,0.09,0.00,20.63,Broadcast sent
2026-07-20 23:34:47,BROADCAST,bob,5,28,27,1,1.34,0.09,0.00,20.63,Broadcast sent
2026-07-20 23:34:47,BROADCAST,bob,5,29,28,1,1.37,0.10,0.00,20.64,Broadcast sent
2026-07-20 23:34:47,BROADCAST,bob,5,30,29,1,1.36,0.10,0.00,20.64,Broadcast sent
2026-07-20 23:34:47,BROADCAST,bob,5,31,30,1,1.40,0.10,0.00,20.64,Broadcast sent
2026-07-20 23:34:48,BROADCAST,bob,5,32,31,1,1.39,0.11,0.00,20.64,Broadcast sent
2026-07-20 23:34:48,BROADCAST,bob,5,33,32,1,1.40,0.11,0.00,20.64,Broadcast sent
2026-07-20 23:34:49,BROADCAST,bob,5,34,33,1,1.41,0.11,0.00,20.64,Broadcast sent
2026-07-20 23:34:50,BROADCAST,bob,5,35,34,1,1.40,0.12,0.00,20.64,Broadcast sent
2026-07-20 23:34:50,BROADCAST,bob,5,36,35,1,1.39,0.12,0.00,20.64,Broadcast sent
2026-07-20 23:35:12,PRIVATE_MESSAGE,sara,5,37,35,2,1.37,0.11,0.00,20.64,to david
2026-07-20 23:35:18,BROADCAST,sara,5,38,36,2,1.36,0.12,0.00,20.64,Broadcast sent
2026-07-20 23:35:18,BROADCAST,sara,5,39,37,2,1.40,0.12,0.00,20.64,Broadcast sent
2026-07-20 23:35:18,BROADCAST,sara,5,40,38,2,1.41,0.12,0.00,20.64,Broadcast sent
2026-07-20 23:35:18,BROADCAST,sara,5,41,39,2,1.41,0.12,0.00,20.64,Broadcast sent
2026-07-20 23:35:19,BROADCAST,sara,5,42,40,2,1.41,0.13,0.00,20.64,Broadcast sent
2026-07-20 23:35:19,BROADCAST,sara,5,43,41,2,1.42,0.13,0.00,20.64,Broadcast sent
2026-07-20 23:35:19,BROADCAST,sara,5,44,42,2,1.47,0.13,0.00,20.64,Broadcast sent
2026-07-20 23:35:19,BROADCAST,sara,5,45,43,2,1.47,0.14,0.00,20.64,Broadcast sent
2026-07-20 23:35:20,BROADCAST,sara,5,46,44,2,1.46,0.14,0.00,20.64,Broadcast sent
2026-07-20 23:35:20,BROADCAST,sara,5,47,45,2,1.45,0.14,0.00,20.64,Broadcast sent
2026-07-20 23:35:20,BROADCAST,sara,5,48,46,2,1.46,0.14,0.00,20.64,Broadcast sent
2026-07-20 23:35:20,BROADCAST,sara,5,49,47,2,1.46,0.15,0.00,20.64,Broadcast sent
2026-07-20 23:35:22,BROADCAST,sara,5,50,48,2,1.47,0.15,0.00,20.64,Broadcast sent
2026-07-20 23:35:30,BROADCAST,alice,5,51,49,2,1.47,0.15,0.00,20.64,Broadcast sent
2026-07-20 23:35:30,BROADCAST,alice,5,52,50,2,1.46,0.15,0.00,20.64,Broadcast sent
2026-07-20 23:35:31,BROADCAST,alice,5,53,51,2,1.46,0.15,0.00,20.64,Broadcast sent
2026-07-20 23:35:31,BROADCAST,alice,5,54,52,2,1.46,0.16,0.00,20.64,Broadcast sent
2026-07-20 23:35:31,BROADCAST,alice,5,55,53,2,1.47,0.16,0.00,20.64,Broadcast sent
2026-07-20 23:35:31,BROADCAST,alice,5,56,54,2,1.47,0.16,0.00,20.64,Broadcast sent
2026-07-20 23:35:31,BROADCAST,alice,5,57,55,2,1.48,0.17,0.00,20.64,Broadcast sent
2026-07-20 23:35:31,BROADCAST,alice,5,58,56,2,1.49,0.17,0.00,20.64,Broadcast sent
2026-07-20 23:35:32,BROADCAST,alice,5,59,57,2,1.48,0.17,0.00,20.64,Broadcast sent
2026-07-20 23:35:32,BROADCAST,alice,5,60,58,2,1.47,0.17,0.00,20.64,Broadcast sent
2026-07-20 23:35:32,BROADCAST,alice,5,61,59,2,1.49,0.18,0.00,20.64,Broadcast sent
2026-07-20 23:35:33,BROADCAST,alice,5,62,60,2,1.50,0.18,0.00,20.64,Broadcast sent
2026-07-20 23:35:39,LOGOUT,alice,5,62,60,2,1.48,0.18,0.00,20.64,User logged out
2026-07-20 23:35:44,LOGOUT,sara,4,62,60,2,1.47,0.17,0.00,20.68,User logged out
2026-07-20 23:35:52,LOGOUT,bob,3,62,60,2,1.46,0.17,0.00,20.68,User logged out
2026-07-20 23:35:57,LOGOUT,charlie,2,62,60,2,1.45,0.17,0.00,20.68,User logged out
2026-07-20 23:36:08,LOGOUT,david,1,62,60,2,1.43,0.16,0.00,20.67,User logged out
2026-07-20 23:43:40,AUTH_SUCCESS,bob,1,62,60,2,1.43,0.07,0.00,21.02,Login successful
2026-07-20 23:43:40,LIST,bob,1,62,60,2,1.41,0.07,0.00,21.03,User list refreshed
2026-07-20 23:43:45,AUTH_SUCCESS,grace,2,62,60,2,1.40,0.07,0.00,21.04,Login successful
2026-07-20 23:43:45,LIST,grace,2,62,60,2,1.38,0.07,0.00,21.05,User list refreshed
2026-07-20 23:43:49,AUTH_SUCCESS,frank,3,62,60,2,1.38,0.07,0.00,21.05,Login successful
2026-07-20 23:43:49,LIST,frank,3,62,60,2,1.37,0.07,0.00,21.06,User list refreshed
2026-07-20 23:44:42,AUTH_SUCCESS,eva,4,62,60,2,1.37,0.07,0.00,21.07,Login successful
2026-07-20 23:44:42,LIST,eva,4,62,60,2,1.36,0.07,0.00,21.08,User list refreshed
2026-07-20 23:44:46,AUTH_SUCCESS,david,5,62,60,2,1.35,0.07,0.00,21.09,Login successful
2026-07-20 23:44:46,LIST,david,5,62,60,2,1.34,0.07,0.00,21.10,User list refreshed
2026-07-20 23:44:50,AUTH_SUCCESS,alice,6,62,60,2,1.34,0.07,0.00,21.14,Login successful
2026-07-20 23:44:50,LIST,alice,6,62,60,2,1.35,0.07,0.00,21.17,User list refreshed
2026-07-20 23:45:15,AUTH_SUCCESS,sara,7,62,60,2,1.34,0.07,0.00,21.20,Login successful
2026-07-20 23:45:15,LIST,sara,7,62,60,2,1.33,0.07,0.00,21.23,User list refreshed
2026-07-20 23:45:18,AUTH_SUCCESS,charlie,8,62,60,2,1.43,0.07,0.00,21.27,Login successful
2026-07-20 23:45:18,LIST,charlie,8,62,60,2,1.42,0.07,0.00,21.29,User list refreshed
2026-07-20 23:45:26,BROADCAST,charlie,8,63,61,2,1.44,0.07,0.00,21.29,Broadcast sent
2026-07-20 23:45:27,BROADCAST,charlie,8,64,62,2,1.46,0.07,0.00,21.29,Broadcast sent
2026-07-20 23:45:27,BROADCAST,charlie,8,65,63,2,1.47,0.07,0.00,21.29,Broadcast sent
2026-07-20 23:45:27,BROADCAST,charlie,8,66,64,2,1.48,0.07,0.00,21.29,Broadcast sent
2026-07-20 23:45:27,BROADCAST,charlie,8,67,65,2,1.49,0.07,0.00,21.29,Broadcast sent
2026-07-20 23:45:27,BROADCAST,charlie,8,68,66,2,1.50,0.07,0.00,21.29,Broadcast sent
2026-07-20 23:45:27,BROADCAST,charlie,8,69,67,2,1.51,0.07,0.00,21.29,Broadcast sent
2026-07-20 23:45:28,BROADCAST,charlie,8,70,68,2,1.51,0.07,0.00,21.29,Broadcast sent
2026-07-20 23:45:28,BROADCAST,charlie,8,71,69,2,1.51,0.08,0.00,21.29,Broadcast sent
2026-07-20 23:45:29,BROADCAST,charlie,8,72,70,2,1.52,0.08,0.00,21.29,Broadcast sent
2026-07-20 23:45:29,BROADCAST,charlie,8,73,71,2,1.55,0.08,0.00,21.29,Broadcast sent
2026-07-20 23:45:31,BROADCAST,charlie,8,74,72,2,1.58,0.08,0.00,21.29,Broadcast sent
2026-07-20 23:45:45,BROADCAST,bob,8,75,73,2,1.57,0.08,0.00,21.29,Broadcast sent
2026-07-20 23:45:45,BROADCAST,bob,8,76,74,2,1.57,0.08,0.00,21.29,Broadcast sent
2026-07-20 23:45:45,BROADCAST,bob,8,77,75,2,1.57,0.08,0.00,21.29,Broadcast sent
2026-07-20 23:45:45,BROADCAST,bob,8,78,76,2,1.57,0.08,0.00,21.29,Broadcast sent
2026-07-20 23:45:46,BROADCAST,bob,8,79,77,2,1.57,0.08,0.00,21.29,Broadcast sent
2026-07-20 23:45:46,BROADCAST,bob,8,80,78,2,1.59,0.08,0.00,21.29,Broadcast sent
2026-07-20 23:45:46,BROADCAST,bob,8,81,79,2,1.60,0.08,0.00,21.29,Broadcast sent
2026-07-20 23:45:46,BROADCAST,bob,8,82,80,2,1.61,0.09,0.00,21.29,Broadcast sent
2026-07-20 23:45:46,BROADCAST,bob,8,83,81,2,1.62,0.09,0.00,21.29,Broadcast sent
2026-07-20 23:45:46,BROADCAST,bob,8,84,82,2,1.62,0.09,0.00,21.29,Broadcast sent
2026-07-20 23:45:47,BROADCAST,bob,8,85,83,2,1.63,0.09,0.00,21.29,Broadcast sent
2026-07-20 23:45:47,BROADCAST,bob,8,86,84,2,1.64,0.09,0.00,21.29,Broadcast sent
2026-07-20 23:45:59,BROADCAST,frank,8,87,85,2,1.64,0.09,0.00,21.29,Broadcast sent
2026-07-20 23:45:59,BROADCAST,frank,8,88,86,2,1.64,0.09,0.00,21.29,Broadcast sent
2026-07-20 23:45:59,BROADCAST,frank,8,89,87,2,1.64,0.09,0.00,21.29,Broadcast sent
2026-07-20 23:45:59,BROADCAST,frank,8,90,88,2,1.69,0.09,0.00,21.29,Broadcast sent
2026-07-20 23:45:59,BROADCAST,frank,8,91,89,2,1.70,0.09,0.00,21.29,Broadcast sent
2026-07-20 23:45:59,BROADCAST,frank,8,92,90,2,1.70,0.09,0.00,21.29,Broadcast sent
2026-07-20 23:46:00,BROADCAST,frank,8,93,91,2,1.69,0.10,0.00,21.29,Broadcast sent
2026-07-20 23:46:00,BROADCAST,frank,8,94,92,2,1.70,0.10,0.00,21.29,Broadcast sent
2026-07-20 23:46:00,BROADCAST,frank,8,95,93,2,1.70,0.10,0.00,21.29,Broadcast sent
2026-07-20 23:46:00,BROADCAST,frank,8,96,94,2,1.75,0.10,0.00,21.29,Broadcast sent
2026-07-20 23:46:00,BROADCAST,frank,8,97,95,2,1.75,0.10,0.00,21.29,Broadcast sent
2026-07-20 23:46:00,BROADCAST,frank,8,98,96,2,1.76,0.10,0.00,21.29,Broadcast sent
2026-07-20 23:46:01,BROADCAST,frank,8,99,97,2,1.76,0.10,0.00,21.29,Broadcast sent
2026-07-20 23:46:17,BROADCAST,grace,8,100,98,2,1.76,0.10,0.00,21.29,Broadcast sent
2026-07-20 23:46:17,BROADCAST,grace,8,101,99,2,1.76,0.10,0.00,21.29,Broadcast sent
2026-07-20 23:46:17,BROADCAST,grace,8,102,100,2,1.77,0.10,0.00,21.29,Broadcast sent
2026-07-20 23:46:17,BROADCAST,grace,8,103,101,2,1.77,0.10,0.00,21.29,Broadcast sent
2026-07-20 23:46:18,BROADCAST,grace,8,104,102,2,1.76,0.11,0.00,21.29,Broadcast sent
2026-07-20 23:46:18,BROADCAST,grace,8,105,103,2,1.76,0.11,0.00,21.29,Broadcast sent
2026-07-20 23:46:18,BROADCAST,grace,8,106,104,2,1.76,0.11,0.00,21.29,Broadcast sent
2026-07-20 23:46:18,BROADCAST,grace,8,107,105,2,1.77,0.11,0.00,21.29,Broadcast sent
2026-07-20 23:46:18,BROADCAST,grace,8,108,106,2,1.77,0.11,0.00,21.29,Broadcast sent
2026-07-20 23:46:19,BROADCAST,grace,8,109,107,2,1.77,0.11,0.00,21.29,Broadcast sent
2026-07-20 23:46:19,BROADCAST,grace,8,110,108,2,1.77,0.11,0.00,21.29,Broadcast sent
2026-07-20 23:46:19,BROADCAST,grace,8,111,109,2,1.78,0.11,0.00,21.29,Broadcast sent
2026-07-20 23:46:35,BROADCAST,david,8,112,110,2,1.78,0.11,0.00,21.29,Broadcast sent
2026-07-20 23:46:35,BROADCAST,david,8,113,111,2,1.77,0.11,0.00,21.29,Broadcast sent
2026-07-20 23:46:36,BROADCAST,david,8,114,112,2,1.78,0.11,0.00,21.29,Broadcast sent
2026-07-20 23:46:36,BROADCAST,david,8,115,113,2,1.78,0.11,0.00,21.29,Broadcast sent
2026-07-20 23:46:36,BROADCAST,david,8,116,114,2,1.77,0.12,0.00,21.29,Broadcast sent
2026-07-20 23:46:36,BROADCAST,david,8,117,115,2,1.80,0.12,0.00,21.29,Broadcast sent
2026-07-20 23:46:36,BROADCAST,david,8,118,116,2,1.80,0.12,0.00,21.29,Broadcast sent
2026-07-20 23:46:36,BROADCAST,david,8,119,117,2,1.81,0.12,0.00,21.29,Broadcast sent
2026-07-20 23:46:36,BROADCAST,david,8,120,118,2,1.82,0.12,0.00,21.29,Broadcast sent
2026-07-20 23:46:37,BROADCAST,david,8,121,119,2,1.82,0.12,0.00,21.29,Broadcast sent
2026-07-20 23:46:37,BROADCAST,david,8,122,120,2,1.81,0.12,0.00,21.29,Broadcast sent
2026-07-20 23:46:38,BROADCAST,david,8,123,121,2,1.82,0.12,0.00,21.29,Broadcast sent
2026-07-20 23:46:46,BROADCAST,eva,8,124,122,2,1.84,0.12,0.00,21.29,Broadcast sent
2026-07-20 23:46:46,BROADCAST,eva,8,125,123,2,1.84,0.12,0.00,21.29,Broadcast sent
2026-07-20 23:46:47,BROADCAST,eva,8,126,124,2,1.83,0.12,0.00,21.29,Broadcast sent
2026-07-20 23:46:47,BROADCAST,eva,8,127,125,2,1.84,0.12,0.00,21.29,Broadcast sent
2026-07-20 23:46:47,BROADCAST,eva,8,128,126,2,1.85,0.13,0.00,21.29,Broadcast sent
2026-07-20 23:46:47,BROADCAST,eva,8,129,127,2,1.87,0.13,0.00,21.29,Broadcast sent
2026-07-20 23:46:47,BROADCAST,eva,8,130,128,2,1.87,0.13,0.00,21.29,Broadcast sent
2026-07-20 23:46:47,BROADCAST,eva,8,131,129,2,1.87,0.13,0.00,21.29,Broadcast sent
2026-07-20 23:46:47,BROADCAST,eva,8,132,130,2,1.88,0.13,0.00,21.29,Broadcast sent
2026-07-20 23:46:48,BROADCAST,eva,8,133,131,2,1.88,0.13,0.00,21.29,Broadcast sent
2026-07-20 23:46:48,BROADCAST,eva,8,134,132,2,1.89,0.13,0.00,21.29,Broadcast sent
2026-07-20 23:46:48,BROADCAST,eva,8,135,133,2,1.90,0.13,0.00,21.29,Broadcast sent
2026-07-20 23:46:48,BROADCAST,eva,8,136,134,2,1.91,0.13,0.00,21.29,Broadcast sent
2026-07-20 23:46:50,BROADCAST,eva,8,137,135,2,1.91,0.13,0.00,21.29,Broadcast sent
2026-07-20 23:47:05,BROADCAST,alice,8,138,136,2,1.91,0.13,0.00,21.29,Broadcast sent
2026-07-20 23:47:05,BROADCAST,alice,8,139,137,2,1.92,0.13,0.00,21.29,Broadcast sent
2026-07-20 23:47:05,BROADCAST,alice,8,140,138,2,1.92,0.14,0.00,21.29,Broadcast sent
2026-07-20 23:47:05,BROADCAST,alice,8,141,139,2,1.93,0.14,0.00,21.29,Broadcast sent
2026-07-20 23:47:05,BROADCAST,alice,8,142,140,2,1.94,0.14,0.00,21.29,Broadcast sent
2026-07-20 23:47:06,BROADCAST,alice,8,143,141,2,1.95,0.14,0.00,21.29,Broadcast sent
2026-07-20 23:47:06,BROADCAST,alice,8,144,142,2,1.95,0.14,0.00,21.29,Broadcast sent
2026-07-20 23:47:06,BROADCAST,alice,8,145,143,2,1.95,0.14,0.00,21.29,Broadcast sent
2026-07-20 23:47:06,BROADCAST,alice,8,146,144,2,1.99,0.14,0.00,21.29,Broadcast sent
